Id,StopID,Name,Lat,Lon,Routes
1002585,1002585,WISCONSIN AVE NW + FESSENDEN ST NW,38.954858,-77.082833,"['30N', '30S', '31', '33']"
1002586,1002586,RIGGS RD NE + N CAPITOL ST NE,38.954876,-77.008307,"['64', 'E4', 'E4/', 'K2', 'K6', 'K6*2']"
1002587,1002587,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,38.954951,-77.009811,"['E4', 'E4/']"
1002588,1002588,1ST PL NE + RIGGS RD NE,38.955121,-77.004534,"['64', 'E4', 'E4*1', 'K2', 'K6', 'R1', 'R2']"
1002589,1002589,MISSOURI AVE NW + NEW HAMPSHIRE AVE NW,38.955145,-77.009968,"['E4', 'E4*1']"
1002590,1002590,RIGGS RD NE + ROCK CREEK CHURCH RD NE,38.955174,-77.006992,"['64', 'E4', 'E4/', 'K2', 'K6', 'K6*2']"
1002591,1002591,RIGGS RD NE + BLAIR RD NE,38.955279,-77.007154,"['64', 'E4', 'E4*1', 'K2', 'K6']"
1002592,1002592,14TH ST NW + JEFFERSON ST NW,38.955428,-77.033559,"['52', '52*1', '54', '54*1', '59']"
1002593,1002593,CHILLUM PL NE + 11TH ST NE,38.955414,-76.992143,['E4']
1002594,1002594,CHILLUM PL NE + #5312,38.955414,-76.994875,['E4']
1002595,1002595,14TH ST NW + COLORADO AVE NW,38.955584,-77.033301,"['52', '54', '54*S', '59']"
1002596,1002596,COLORADO AVE NW + 14TH ST NW,38.955773,-77.033244,"['52*1', '52/', 'D34']"
1002597,1002597,CONNECTICUT AVE NW + NEBRASKA AVE NW,38.955818,-77.07016,['L2']
1002598,1002598,NEBRASKA AVE NW + CONNECTICUT AVE NW,38.955762,-77.07076,"['D31', 'D32', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002599,1002599,GEORGIA AVE NW + KENNEDY ST NW,38.956047,-77.027891,"['70', '79']"
1002600,1002600,CHILLUM PL NE + EASTERN AVE NE,38.956122,-76.990411,['E4']
1002601,1002601,CONNECTICUT AVE NW + NEBRASKA AVE NW,38.956105,-77.070582,['L2']
1002602,1002602,KENNEDY ST NW + GEORGIA AVE NW,38.956167,-77.027611,"['E4', 'E4/']"
1002603,1002603,KENNEDY ST NW + 13TH ST NW,38.956164,-77.029882,"['E4', 'E4/']"
1002604,1002604,MISSOURI AVE NW + 2ND ST NW,38.956294,-77.013475,"['E4', 'E4*1']"
1002605,1002605,WESTERN AVE NW + RIVER RD NW,38.956238,-77.091408,['N6']
1002606,1002606,5TH ST NW + KENNEDY ST NW,38.956232,-77.019825,"['62', '63']"
1002607,1002607,KENNEDY ST NW + COLORADO AVE NW,38.956133,-77.032961,"['E4', 'E4/']"
1002608,1002608,KENNEDY ST NW + 9TH ST NW,38.956212,-77.025942,"['E4', 'E4/']"
1002609,1002609,KENNEDY ST NW + 13TH ST NW,38.956289,-77.029553,"['E4', 'E4*1']"
1002610,1002610,KENNEDY ST NW + GEORGIA AVE NW,38.956303,-77.027795,"['E4', 'E4*1']"
1002612,1002612,KENNEDY ST NW + 8TH ST NW,38.956271,-77.024157,"['E4', 'E4/']"
1002613,1002613,KENNEDY ST NW + 9TH ST NW,38.956353,-77.025613,"['E4', 'E4*1']"
1002614,1002614,NEBRASKA AVE NW + CONNECTICUT AVE NW,38.956345,-77.070064,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002615,1002615,KENNEDY ST NW + 7TH ST NW,38.956319,-77.022447,"['E4', 'E4/']"
1002616,1002616,KENNEDY ST NW + 8TH ST NW,38.956406,-77.023923,"['E4', 'E4*1']"
1002617,1002617,GEORGIA AVE NW + KENNEDY ST NW,38.956362,-77.028165,"['70', '79*1']"
1002618,1002618,KENNEDY ST NW + 7TH ST NW,38.956457,-77.022187,"['E4', 'E4*1']"
1002619,1002619,KENNEDY ST NW + 5TH ST NW,38.956404,-77.019616,"['E4', 'E4/']"
1002620,1002620,KENNEDY ST NW + 5TH ST NW,38.956513,-77.020159,"['E4', 'E4*1']"
1002621,1002621,KENNEDY ST NW + 4TH ST NW,38.956451,-77.018009,"['E4', 'E4/']"
1002622,1002622,KENNEDY ST NW + 4TH ST NW,38.95657,-77.018064,"['E4', 'E4*1']"
1002623,1002623,KENNEDY ST NW + 3RD ST NW,38.956528,-77.015824,"['E4', 'E4/']"
1002624,1002624,5TH ST NW + KENNEDY ST NW,38.956612,-77.019964,"['62', '62*S1', '63']"
1002625,1002625,CHILLUM PL NE + KENNEDY ST NE,38.956627,-76.998423,['E4']
1002626,1002626,3RD ST NW + KENNEDY ST NW,38.956738,-77.016226,"['E4', 'E4*1']"
1002627,1002627,WISCONSIN AVE NW + HARRISON ST NW,38.956775,-77.083565,"['30N', '30S', '31', '33']"
1002628,1002628,RIGGS RD NE + SOUTH DAKOTA AVE NE,38.957042,-77.001943,"['E4', 'R1', 'R2']"
1002629,1002629,14TH ST NW + LONGFELLOW ST NW,38.957029,-77.033527,"['52', '54', 'D34', 'E4', 'E4/', 'W45']"
1002630,1002630,RIGGS RD NE + SOUTH DAKOTA AVE NE,38.957144,-77.002264,"['E4', 'R1', 'R2', 'R2*2']"
1002631,1002631,14TH ST NW + LONGFELLOW ST NW,38.957197,-77.033334,"['52', '54', '54*S', 'D34', 'E4', 'E4*1', 'W45']"
1002632,1002632,WISCONSIN AVE NW + HARRISON ST NW,38.957267,-77.084064,"['30N', '30S', '31', '33']"
1002633,1002633,5TH ST NW + LONGFELLOW ST NW,38.957436,-77.019869,"['62', '63']"
1002634,1002634,NEW HAMPSHIRE AVE NE + LONGFELLOW ST NE,38.957535,-77.008454,['K6']
1002635,1002635,CONNECTICUT AVE NW + HUNTINGTON ST NW,38.9576,-77.071196,['L2']
1002636,1002636,5TH ST NW + LONGFELLOW ST NW,38.95763,-77.020014,"['62', '62*S1', '63']"
1002637,1002637,NEW HAMPSHIRE AVE NE + LONGFELLOW ST NE,38.957752,-77.008494,"['K6', 'K6*2']"
1002638,1002638,N CAPITOL ST NW + LONGFELLOW ST NW,38.957841,-77.009152,['K2']
1002639,1002639,CONNECTICUT AVE NW + HUNTINGTON ST NW,38.957885,-77.071613,['L2']
1002640,1002640,GEORGIA AVE NW + MADISON ST NW,38.958207,-77.028125,['70']
1002641,1002641,NEBRASKA AVE NW + INGOMAR PL NW,38.958168,-77.068511,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002642,1002642,N CAPITOL ST NW + MADISON ST NE,38.95854,-77.008955,['K2']
1002643,1002643,RIGGS RD NE + CHILLUM PL NE,38.958501,-77.001173,"['E4', 'R1', 'R2']"
1002644,1002644,NEBRASKA AVE NW + INGOMAR PL NW,38.9585,-77.06842,"['D31', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002645,1002645,GEORGIA AVE NW + MADISON ST NW,38.958498,-77.028343,['70']
1002646,1002646,WISCONSIN AVE NW + JENIFER ST NW,38.958509,-77.084706,"['30N', '30S', '31', '33']"
1002647,1002647,5TH ST NW + MADISON ST NW,38.958624,-77.01983,"['62', '63']"
1002648,1002648,WISCONSIN AVE NW + JENIFER ST NW,38.958917,-77.084663,"['30N', '30S', '31', '33']"
1002649,1002649,NEW HAMPSHIRE AVE NE + MADISON ST NE,38.958838,-77.007686,"['K6', 'K6*2']"
1002650,1002650,NEW HAMPSHIRE AVE NE + MADISON ST NE,38.958937,-77.007424,['K6']
1002652,1002652,RIGGS RD NE + CHILLUM PL NE,38.958919,-77.001144,"['E4', 'R1', 'R2', 'R2*2']"
1002653,1002653,NEBRASKA AVE NW + NEVADA AVE NW,38.959246,-77.067583,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002654,1002654,14TH ST NW + MONTAGUE ST NW,38.959164,-77.033334,"['52', '54', '54*S', 'D34', 'E4', 'E4*1', 'W45']"
1002655,1002655,NICHOLSON ST NE + 6TH ST NE,38.959313,-76.997641,['E4']
1002656,1002656,14TH ST NW + MONTAGUE ST NW,38.959407,-77.033524,"['52', '54', 'D34', 'E4', 'E4/', 'W45']"
1002657,1002657,CONNECTICUT AVE NW + JOCELYN ST NW,38.959503,-77.07231,['L2']
1002658,1002658,NEBRASKA AVE NW + NEVADA AVE NW,38.959559,-77.06751,"['D31', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002659,1002659,CONNECTICUT AVE NW + JOCELYN ST NW,38.959795,-77.072724,['L2']
1002661,1002661,5TH ST NW + NICHOLSON ST NW,38.960085,-77.019838,"['62', '63']"
1002662,1002662,BLAIR RD NW + NICHOLSON ST NW,38.960307,-77.0092,['K2']
1002663,1002663,RIGGS RD NE + NICHOLSON ST NE,38.960265,-77.000058,"['E4', 'R1', 'R2', 'R2*2']"
1002664,1002664,5TH ST NW + NICHOLSON ST NW,38.960293,-77.019966,"['62', '62*S1', '63']"
1002666,1002666,14TH ST NW + NICHOLSON ST NW,38.960357,-77.033526,"['52', '54', 'D34', 'E4', 'E4/', 'W45']"
1002667,1002667,14TH ST NW + NICHOLSON ST NW,38.960507,-77.033337,"['52', '54', '54*S', 'D34', 'E4', 'E4*1', 'W45']"
1002668,1002668,NICHOLSON ST NE + RIGGS RD NE,38.96073,-76.998881,['E4']
1002669,1002669,NEBRASKA AVE NW + BROAD BRANCH RD NW,38.960698,-77.066344,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002670,1002670,RIGGS RD NE + NICHOLSON ST NE,38.960749,-76.999209,"['R1', 'R2']"
1002671,1002671,NEBRASKA AVE NW + MILITARY RD NW,38.960772,-77.06647,"['D31', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002672,1002672,CONNECTICUT AVE NW + MILITARY RD NW,38.960878,-77.073103,['L2']
1002673,1002673,BLAIR RD NW + OGLETHORPE ST NW,38.961019,-77.009737,['K2']
1002674,1002674,MILITARY RD NW + 28TH ST NW,38.961081,-77.057242,"['D31', 'D33', 'D34', 'E4', 'E4*1', 'W45']"
1002675,1002675,MILITARY RD NW + 32ND ST NW,38.96096,-77.064211,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002676,1002676,MILITARY RD NW + 31ST ST NW,38.960961,-77.062344,"['D31', 'D33', 'D34', 'M4*1', 'W45']"
1002677,1002677,MILITARY RD NW + 27TH ST NW,38.960907,-77.055849,"['D31', 'D33', 'D34', 'E4', 'E4/', 'W45']"
1002678,1002678,MILITARY RD NW + 29TH ST NW,38.960963,-77.058957,"['D31', 'D33', 'D34', 'E4', 'E4/', 'W45']"
1002679,1002679,MILITARY RD NW + 27TH ST NW,38.96114,-77.055996,"['D31', 'D33', 'D34', 'E4', 'E4*1', 'W45']"
1002680,1002680,RIGGS RD NE + 6TH ST NE,38.961095,-76.998916,"['R1', 'R2', 'R2*2']"
1002681,1002681,MILITARY RD NW + 32ND ST NW,38.961086,-77.063751,"['D31', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002682,1002682,MILITARY RD NW + 31ST ST NW,38.96109,-77.062438,"['D31', 'D33', 'D34', 'M4', 'M4/', 'W45']"
1002683,1002683,5TH ST NW + OGLETHORPE ST NW,38.961228,-77.019837,"['62', '63']"
1002684,1002684,BLAIR RD NW + OGLETHORPE ST NW,38.961262,-77.009681,['K2']
1002685,1002685,CONNECTICUT AVE NW + MILITARY RD NW,38.961197,-77.073543,['L2']
1002686,1002686,14TH ST NW + MISSOURI AVE NW,38.961351,-77.033333,"['52', '54', '54*S', '59', 'D34', 'E4', 'E4*1', 'S2*2', 'W45']"
1002687,1002687,MISSOURI AVE NW + 14TH ST NW SOUTHBOUND,38.961252,-77.033524,"['52', '54', '59', 'D34', 'E4', 'E4/', 'W45']"
1002688,1002688,30TH PL NW + MILITARY RD NW,38.961171,-77.061028,"['E4', 'E4/', 'M4', 'M4/']"
1002689,1002689,MILITARY RD NW + OREGON AVE,38.96158,-77.053209,"['D31', 'D33', 'D34', 'E4', 'E4*1', 'W45']"
1002690,1002690,5TH ST NW + OGLETHORPE ST NW,38.961462,-77.019964,"['62', '62*S1', '63']"
1002691,1002691,GEORGIA AVE NW + ROCK CREEK FORD RD NW,38.961551,-77.028097,"['70', '79*1']"
1002692,1002692,NEW HAMPSHIRE AVE NE + ONEIDA ST NE,38.961788,-77.005504,"['K6', 'K6*2']"
1002693,1002693,NEW HAMPSHIRE AVE NE + ONEIDA ST NE,38.961855,-77.005258,['K6']
1002694,1002694,CONNECTICUT AVE NW + LEGATION ST NW,38.962215,-77.074142,['L2']
1002695,1002695,MISSOURI AVE NW + 16TH ST NW,38.962305,-77.035989,"['D34', 'E4', 'E4/', 'W45']"
1002696,1002696,MISSOURI AVE NW + 16TH ST NW,38.962444,-77.036688,"['D33', 'D34', 'E4', 'E4/', 'W45']"
1002697,1002697,NEW HAMPSHIRE AVE NE + PEABODY ST NE,38.962496,-77.004966,"['K6', 'K6*2']"
1002698,1002698,NEW HAMPSHIRE AVE NE + PEABODY ST NE,38.962572,-77.004729,['K6']
1002699,1002699,KANSAS AVE NW + BLAIR RD NW,38.962562,-77.010458,['K2']
1002700,1002700,5TH ST NW + PEABODY ST NW,38.962567,-77.019837,"['62', '63']"
1002701,1002701,5TH ST NW + PEABODY ST NW,38.962812,-77.019972,"['62', '62*S1', '63']"
1002702,1002702,CONNECTICUT AVE NW + LIVINGSTON ST NW,38.962975,-77.074322,['L2']
1002703,1002703,KANSAS AVE NW + PEABODY ST NW,38.962952,-77.010391,['K2']
1002704,1002704,30TH PL NW + LEGATION ST NW,38.962986,-77.061599,"['E4', 'E4*1', 'M4*1']"
1002705,1002705,WESTERN AVE NW + LIVINGSTON ST NW,38.962983,-77.082808,"['E4', 'E4/', 'L8']"
1002706,1002706,MILITARY RD NW + 16TH ST NW,38.963028,-77.037722,"['D33', 'D34', 'E4', 'E4*1', 'W45']"
1002707,1002707,30TH PL NW + LEGATION ST NW,38.963145,-77.061863,"['E4', 'E4/', 'M4', 'M4/']"
1002708,1002708,CONNECTICUT AVE NW + LIVINGSTON ST NW,38.963242,-77.074742,['L2']
1002709,1002709,WESTERN AVE NW + LIVINGSTON ST NW,38.963339,-77.082605,"['E4', 'E4*1', 'L8']"
1002710,1002710,GEORGIA AVE NW + QUACKENBOS ST NW,38.963602,-77.027705,['70']
1002711,1002711,NEW HAMPSHIRE AVE NE + QUACKENBOS ST NE,38.963585,-77.004159,"['K6', 'K6*2']"
1002712,1002712,NEW HAMPSHIRE AVE NE + QUACKENBOS ST NE,38.963645,-77.003925,['K6']
1002713,1002713,14TH ST NW + FORT STEVENS DR NW,38.963809,-77.033318,"['52', '54', '54*S', '59']"
1002714,1002714,GEORGIA AVE NW + QUACKENBOS ST NW,38.963893,-77.027912,['70']
1002715,1002715,14TH ST NW + FORT STEVENS DR NW,38.964182,-77.033514,"['52', '54', '59']"
1002716,1002716,5TH ST NW + QUINTANA PL NW,38.964324,-77.019838,"['62', '63']"
1002717,1002717,KANSAS AVE NW + CHILLUM PL NW,38.964551,-77.00921,['K2']
1002718,1002718,30TH PL NW + NEBRASKA AVE NW,38.964659,-77.062832,"['E4', 'E4*1', 'M4*1']"
1002719,1002719,30TH PL NW + NEBRASKA AVE NW,38.96448,-77.062855,"['E4', 'E4/', 'M4', 'M4/']"
1002720,1002720,NEW HAMPSHIRE AVE NE + RITTENHOUSE ST NE,38.964636,-77.00319,['K6']
1002721,1002721,CONNECTICUT AVE NW + MCKINLEY ST NW,38.964735,-77.075349,['L2']
1002722,1002722,WESTERN AVE NW + 41ST ST NW,38.964756,-77.080536,"['E4', 'E4/', 'L8']"
1002723,1002723,NEW HAMPSHIRE AVE NE + RITTENHOUSE ST NE,38.964815,-77.003269,"['K6', 'K6*2']"
1002724,1002724,KANSAS AVE NE + CHILLUM PL NE,38.964922,-77.008701,['K2']
1002725,1002725,MCKINLEY ST NW + 32ND ST NW,38.964962,-77.063756,"['E4', 'E4*1']"
1002726,1002726,MCKINLEY ST NW + 33RD ST NW,38.964957,-77.066255,"['E4', 'E4*1']"
1002728,1002728,MCKINLEY ST NW + 39TH ST NW,38.964863,-77.0773,"['E4', 'E4/']"
1002729,1002729,MCKINLEY ST NW + 32ND ST NW,38.964866,-77.064101,"['E4', 'E4/']"
1002730,1002730,MCKINLEY ST NW + CONNECTICUT AVE NW,38.964861,-77.075801,"['E4', 'E4/']"
1002731,1002731,MCKINLEY ST NW + CHEVY CHASE PKY NW,38.964866,-77.071823,"['E4', 'E4/']"
1002732,1002732,MCKINLEY ST NW + 33RD ST NW,38.964872,-77.066576,"['E4', 'E4/']"
1002733,1002733,MCKINLEY ST NW + BROAD BRANCH RD NW,38.964866,-77.067695,"['E4', 'E4/']"
1002734,1002734,MCKINLEY ST NW + NEVADA AVE NW,38.964869,-77.070411,"['E4', 'E4/']"
1002735,1002735,MCKINLEY ST NW + BROAD BRANCH RD NW,38.964962,-77.067837,"['E4', 'E4*1']"
1002736,1002736,MCKINLEY ST NW + WESTERN AVE NW,38.96496,-77.079882,"['E4', 'E4*1']"
1002737,1002737,MCKINLEY ST NW + 39TH ST NW,38.964964,-77.077545,"['E4', 'E4*1']"
1002738,1002738,MCKINLEY ST NW + NEVADA AVE NW,38.964965,-77.069941,"['E4', 'E4*1']"
1002739,1002739,MCKINLEY ST NW + CHEVY CHASE PKY NW,38.964962,-77.071353,"['E4', 'E4*1']"
1002740,1002740,MCKINLEY ST NW + CONNECTICUT AVE NW,38.964971,-77.076264,"['E4', 'E4*1']"
1002741,1002741,MCKINLEY ST NW + CONNECTICUT AVE NW,38.96496,-77.075079,"['E4', 'E4*1']"
1002743,1002743,CONNECTICUT AVE NW + MCKINLEY ST NW,38.965066,-77.075797,['L2']
1002744,1002744,5TH ST NW + RITTENHOUSE ST NW,38.965091,-77.019964,"['62', '62*S1', '63']"
1002745,1002745,GEORGIA AVE NW + RITTENHOUSE ST NW,38.965164,-77.027807,['70']
1002748,1002748,GEORGIA AVE NW + RITTENHOUSE ST NW,38.965272,-77.027569,['70']
1002749,1002749,EASTERN AVE NE + NEW HAMPSHIRE AVE,38.965426,-77.00197,"['F1', 'F2', 'F2*1']"
1002750,1002750,14TH ST NW + SHERIDAN ST NW,38.966003,-77.033321,"['52', '54', '54*S']"
1002751,1002751,N CAPITOL ST NE + SHERIDAN ST NW,38.966194,-77.009126,['K2']
1002752,1002752,14TH ST NW + SHERIDAN ST NW,38.966307,-77.033521,"['52', '54']"
1002753,1002753,5TH ST NW + SHERIDAN ST NW,38.966507,-77.019837,"['62', '63']"
1002754,1002754,CHEVY CHASE TERMINAL + CONNECTICUT AVE NW,38.966529,-77.07712,['L2']
1002755,1002755,WESTERN AVE NW + OLIVER ST NW,38.9666,-77.078209,['L8']
1002756,1002756,NEBRASKA AVE NW + UTAH AVE NW,38.966915,-77.061009,['M4*1']
1002757,1002757,NEBRASKA AVE NW + OLIVER ST NW,38.966792,-77.061313,"['M4', 'M4/']"
1002758,1002758,5TH ST NW + SOMERSET PL NW,38.966809,-77.019961,"['62', '63']"
1002761,1002761,KANSAS AVE NE + TUCKERMAN ST NE,38.967179,-77.007036,['K2']
1002762,1002762,GEORGIA AVE NW + TUCKERMAN ST NW,38.967175,-77.0274,"['70', '79']"
1002763,1002763,EASTERN AVE NE + 5TH AVE,38.967222,-77.004295,"['F1', 'F2', 'F2*1']"
1002764,1002764,14TH ST NW + TUCKERMAN ST NW,38.967405,-77.03332,"['52', '54', '54*S']"
1002765,1002765,EASTERN AVE NE + TUCKERMAN ST NE,38.967475,-77.004846,"['F1', 'F2']"
1002766,1002766,N CAPITOL ST NE + TUCKERMAN ST NW,38.967514,-77.009134,['K2']
1002767,1002767,GEORGIA AVE NW + PINEY BRANCH RD NW,38.967722,-77.027576,"['70', '79*1']"
1002768,1002768,14TH ST NW + TUCKERMAN ST NW,38.967746,-77.033521,"['52', '54']"
1002769,1002769,UTAH AVE NW + PATTERSON PL NW,38.968128,-77.061223,['M4*1']
1002770,1002770,KANSAS AVE NE + EASTERN AVE NE,38.968235,-77.006256,['K2']
1002771,1002771,UTAH AVE NW + PATTERSON PL NW,38.968111,-77.061391,"['M4', 'M4/']"
1002772,1002772,EASTERN AVE NE + KANSAS AVE NE,38.968277,-77.005868,"['F1', 'F2']"
1002774,1002774,EASTERN AVE NE + KANSAS LN,38.968511,-77.005948,"['F1', 'F2', 'F2*1']"
1002775,1002775,5TH ST NW + UNDERWOOD ST NW,38.968514,-77.019834,"['62', '63']"
1002776,1002776,N CAPITOL ST NW + UNDERWOOD PL NW,38.968786,-77.009124,['K2']
1002777,1002777,5TH ST NW + UNDERWOOD ST NW,38.968778,-77.019959,"['62', '63']"
1002779,1002779,GEORGIA AVE NW + UNDERWOOD ST NW,38.968944,-77.027242,['70']
1002780,1002780,14TH ST NW + UNDERWOOD ST NW,38.969147,-77.033521,"['52', '54']"
1002781,1002781,14TH ST NW + UNDERWOOD ST NW,38.969173,-77.033328,"['52', '54', '54*S']"
1002783,1002783,UTAH AVE NW + RITTENHOUSE ST NW,38.969645,-77.061807,['M4*1']
1002784,1002784,UTAH AVE NW + RITTENHOUSE ST NW,38.969541,-77.061921,"['M4', 'M4/']"
1002787,1002787,GEORGIA AVE NW + VAN BUREN ST NW,38.970027,-77.027377,['70']
1002789,1002789,GEORGIA AVE NW + VAN BUREN ST NW,38.970258,-77.027126,['70']
1002790,1002790,14TH ST NW + WHITTIER ST NW,38.970541,-77.033515,"['52', '54']"
1002791,1002791,UTAH AVE NW + 31ST ST NW,38.970676,-77.062547,['M4*1']
1002792,1002792,UTAH AVE NW + 31ST ST NW,38.970723,-77.062765,"['M4', 'M4/']"
1002793,1002793,14TH ST NW + WHITTIER ST NW,38.970897,-77.033323,"['52', '54', '54*S']"
1002794,1002794,5TH ST NW + WHITTIER ST NW,38.971046,-77.019961,"['62', '63']"
1002795,1002795,5TH ST NW + WHITTIER ST NW,38.971165,-77.019835,"['62', '63']"
1002796,1002796,UTAH AVE NW + 31ST PL NW,38.971446,-77.063091,['M4*1']
1002797,1002797,EASTERN AVE NW + WHITTIER ST NW,38.971441,-77.009828,"['F1', 'F2', 'K2']"
1002801,1002801,UTAH AVE NW + 31ST PL NW,38.971558,-77.063362,"['M4', 'M4/']"
1002803,1002803,14TH ST NW + ASPEN ST NW,38.971958,-77.033321,"['52', '54', '54*S', '54*S/', '59']"
1002804,1002804,14TH ST NW + ASPEN ST NW,38.971947,-77.033519,"['52', '54', '59']"
1002807,1002807,ASPEN ST NW + 13TH PL NW,38.972206,-77.027849,"['52', '54', '54*S', '54*S/', '59']"
1002808,1002808,ASPEN ST NW + 13TH ST NW,38.972214,-77.029843,"['52', '54', '54*S', '54*S/']"
1002809,1002809,ASPEN ST NW + GEORGIA AVE NW,38.972324,-77.027771,"['52', '54']"
1002810,1002810,ASPEN ST NW + 13TH ST NW,38.97233,-77.029579,"['52', '54']"
1002812,1002812,EASTERN AVE NW + WALNUT ST NW,38.972511,-77.011118,"['F1', 'F2', 'K2']"
1002813,1002813,UTAH AVE NW + TENNYSON ST NW,38.972716,-77.064,['M4*1']
1002816,1002816,UTAH AVE NW + TENNYSON ST NW,38.972969,-77.06437,"['M4', 'M4/']"
1002817,1002817,GEORGIA AVE NW + SOUTHBOUND  BUTTERNUT ST ,38.973206,-77.027054,"['52', '54', '59', '70', '79*1']"
1002818,1002818,5TH ST NW + BUTTERNUT ST NW,38.973292,-77.019965,"['62', '63']"
1002819,1002819,5TH ST NW + BUTTERNUT ST NW,38.973467,-77.019831,"['62', '63']"
1002821,1002821,BUTTERNUT ST NW + PINEY BRANCH RD NW,38.973548,-77.023157,"['52', '54', '54*S', '54*S/']"
1002822,1002822,BUTTERNUT ST NW + 8TH ST NW,38.973694,-77.024322,"['52', '54']"
1002825,1002825,4TH ST NW + BUTTERNUT ST NW,38.973892,-77.018112,"['52', '54', '62', '63']"
1002827,1002827,EASTERN AVE NW + LAUREL ST NW,38.973939,-77.012968,"['F1', 'F2', 'K2']"
1002830,1002830,UTAH AVE NW + VAN HAZEN ST NW,38.974959,-77.065614,['M4*1']
1002831,1002831,UTAH AVE NW + VAN HAZEN ST NW,38.975072,-77.065866,"['M4', 'M4/']"
1002833,1002833,PINEHURST CIR NW + 33RD ST NW,38.975443,-77.066496,"['M4', 'M4/']"
1002834,1002834,GEORGIA AVE NW + DAHLIA ST NW,38.975673,-77.026561,['70']
1002835,1002835,TAKOMA STATION + BUS BAY C,38.975887,-77.017174,"['52', '54', '54*S', '54*S/']"
1002836,1002836,GEORGIA AVE NW + DAHLIA ST NW,38.975994,-77.026758,['70']
1002840,1002840,GEORGIA AVE NW + FERN ST NW,38.977817,-77.026332,['70']
1002844,1002844,GEORGIA AVE NW + GERANIUM ST NW,38.979149,-77.026578,['70']
1002845,1002845,GEORGIA AVE NW + GERANIUM ST NW,38.979723,-77.026363,['70']
1002852,1002852,GEORGIA AVE NW + HEMLOCK ST NW,38.981307,-77.026415,['70']
1002853,1002853,GEORGIA AVE NW + HEMLOCK ST NW,38.981361,-77.026646,['70']
1002857,1002857,GEORGIA AVE NW + JUNIPER ST NW,38.982824,-77.026674,['70']
1002858,1002858,GEORGIA AVE NW + JUNIPER ST NW,38.982977,-77.02645,['70']
1002862,1002862,16TH ST NW + BUCHANAN ST NW,38.946267,-77.036527,"['D33', 'S2*1', 'S2*2', 'S9', 'W45']"
1002863,1002863,16TH ST NW + ALLISON ST NW,38.944848,-77.036524,"['D33', 'S2*1', 'S2*2', 'W45']"
1002864,1002864,16TH ST NW + VARNUM ST NW,38.943053,-77.036527,"['D33', 'S2*1', 'S2*2', 'W45']"
1002865,1002865,16TH ST NW + UPSHUR ST NW,38.94164,-77.036534,"['D33', 'S2*1', 'S2*2', 'W45']"
1002867,1002867,16TH ST NW + #3636,38.936634,-77.036563,"['S2*1', 'S2*2', 'S9']"
1002868,1002868,16TH ST NW + OAK ST NW,38.935108,-77.036549,"['S2*1', 'S2*2']"
1002869,1002869,16TH ST NW + NEWTON ST NW,38.93305,-77.036574,"['S2*1', 'S2*2']"
1002870,1002870,16TH ST NW + PARK RD NW,38.93136,-77.036572,"['S2*1', 'S2*2', 'S9']"
1002871,1002871,16TH ST NW + LAMONT ST NW,38.93016,-77.036568,"['S2*1', 'S2*2']"
1002872,1002872,16TH ST NW + IRVING ST NW,38.927948,-77.036588,"['S2*1', 'S2*2', 'S9']"
1002873,1002873,16TH ST NW + HARVARD ST NW,38.925652,-77.03658,"['S2*1', 'S2*2']"
1002874,1002874,16TH ST NW + EUCLID ST NW,38.923541,-77.036597,"['S2*1', 'S2*2', 'S9']"
1002875,1002875,16TH ST NW + CRESCENT PL NW,38.92107,-77.036598,"['S2*1', 'S2*2']"
1002876,1002876,16TH ST NW + V ST NW,38.918296,-77.036616,"['S2*1', 'S2*2']"
1002877,1002877,16TH ST NW + U ST NW,38.916537,-77.036626,"['S2*1', 'S2*2', 'S9']"
1002879,1002879,16TH ST NW + CORCORAN ST NW,38.912084,-77.03663,"['S2*1', 'S2*2']"
1002880,1002880,16TH ST NW + P ST NW,38.909825,-77.036622,"['S2*1', 'S2*2', 'S9']"
1002881,1002881,16TH ST NW + M ST NW,38.905248,-77.036654,"['S2*1', 'S2*2', 'S9']"
1002883,1002883,EASTERN AVE NW + 16TH ST NW,38.991617,-77.035771,['S2*1']
1002884,1002884,EASTERN AVE NW + NORTHGATE RD NW,38.990046,-77.033769,['S2*1']
1002885,1002885,EASTERN AVE NW + 14TH ST NW,38.988082,-77.031253,['S2*1']
1002886,1002886,EASTERN AVE NW + 13TH ST NW,38.986644,-77.029416,['S2*1']
1002887,1002887,EASTERN AVE NW + 12TH ST NW,38.985144,-77.027518,['S2*1']
1002888,1002888,ALASKA AVE NW + KALMIA RD NW,38.983585,-77.02722,['S2*1']
1002889,1002889,ALASKA AVE NW + HEMLOCK ST NW,38.981459,-77.029462,['S2*1']
