Source,Target,Type,Weight,RouteId,DirectionText,TripHeadSign,PathSeq
3001630,3001646,Directed,1,G14,WEST,GREENBELT STATION,5
3001646,3001674,Directed,1,G14,WEST,GREENBELT STATION,6
3001674,3001697,Directed,1,G14,WEST,GREENBELT STATION,7
3001697,3001776,Directed,1,G14,WEST,GREENBELT STATION,8
3001776,3001875,Directed,1,G14,WEST,GREENBELT STATION,9
3001875,3001924,Directed,1,G14,WEST,GREENBELT STATION,10
3001924,3003347,Directed,1,G14,WEST,GREENBELT STATION,11
3003347,3003348,Directed,1,G14,WEST,GREENBELT STATION,12
3003348,3003349,Directed,1,G14,WEST,GREENBELT STATION,13
3003349,3003350,Directed,1,G14,WEST,GREENBELT STATION,14
3003350,3002064,Directed,1,G14,WEST,GREENBELT STATION,15
3002064,3002073,Directed,1,G14,WEST,GREENBELT STATION,16
3002073,3002089,Directed,1,G14,WEST,GREENBELT STATION,17
3002089,3002094,Directed,1,G14,WEST,GREENBELT STATION,18
3002094,3002114,Directed,1,G14,WEST,GREENBELT STATION,19
3002114,3002123,Directed,1,G14,WEST,GREENBELT STATION,20
3002123,3002142,Directed,1,G14,WEST,GREENBELT STATION,21
3002142,3002165,Directed,1,G14,WEST,GREENBELT STATION,22
3002165,3002188,Directed,1,G14,WEST,GREENBELT STATION,23
3002188,3003351,Directed,1,G14,WEST,GREENBELT STATION,24
3003351,3003963,Directed,1,G14,WEST,GREENBELT STATION,25
3003963,3002220,Directed,1,G14,WEST,GREENBELT STATION,26
3002220,3002216,Directed,1,G14,WEST,GREENBELT STATION,27
3002216,3004080,Directed,1,G14,WEST,GREENBELT STATION,28
3004080,3002234,Directed,1,G14,WEST,GREENBELT STATION,29
3002234,3004081,Directed,1,G14,WEST,GREENBELT STATION,30
3004081,3002218,Directed,1,G14,WEST,GREENBELT STATION,31
3002218,3003976,Directed,1,G14,WEST,GREENBELT STATION,32
3003976,3002221,Directed,1,G14,WEST,GREENBELT STATION,33
3002221,3002232,Directed,1,G14,WEST,GREENBELT STATION,34
3002232,3003352,Directed,1,G14,WEST,GREENBELT STATION,35
3003352,3002231,Directed,1,G14,WEST,GREENBELT STATION,36
3002231,3003353,Directed,1,G14,WEST,GREENBELT STATION,37
3003353,3004136,Directed,1,G14,WEST,GREENBELT STATION,38
3004136,3004134,Directed,1,G14,WEST,GREENBELT STATION,39
3004134,3002250,Directed,1,G14,WEST,GREENBELT STATION,40
3002250,3002277,Directed,1,G14,WEST,GREENBELT STATION,41
3002277,3002284,Directed,1,G14,WEST,GREENBELT STATION,42
3002284,3002314,Directed,1,G14,WEST,GREENBELT STATION,43
3002314,3002332,Directed,1,G14,WEST,GREENBELT STATION,44
3002332,3004082,Directed,1,G14,WEST,GREENBELT STATION,45
3004082,3003566,Directed,1,G14,WEST,GREENBELT STATION,46
3003566,3002653,Directed,1,G14,WEST,GREENBELT STATION,47
3002653,3002307,Directed,1,G14,WEST,GREENBELT STATION,48
3002307,3002295,Directed,1,G14,WEST,GREENBELT STATION,49
3002295,3002288,Directed,1,G14,WEST,GREENBELT STATION,50
3002288,3002264,Directed,1,G14,WEST,GREENBELT STATION,51
3002264,3002269,Directed,1,G14,WEST,GREENBELT STATION,52
3002269,3002272,Directed,1,G14,WEST,GREENBELT STATION,53
3002272,3002276,Directed,1,G14,WEST,GREENBELT STATION,54
3002276,3002290,Directed,1,G14,WEST,GREENBELT STATION,55
3002290,3002695,Directed,1,G14,WEST,GREENBELT STATION,56
3002695,3002693,Directed,1,G14,WEST,GREENBELT STATION,57
3002693,3002287,Directed,1,G14,WEST,GREENBELT STATION,58
3002287,3002305,Directed,1,G14,WEST,GREENBELT STATION,59
3002305,3002337,Directed,1,G14,WEST,GREENBELT STATION,60
3002337,3002372,Directed,1,G14,WEST,GREENBELT STATION,61
3002372,3002386,Directed,1,G14,WEST,GREENBELT STATION,62
3002386,3002578,Directed,1,G14,WEST,GREENBELT STATION,63
3002578,3003302,Directed,1,G14,WEST,GREENBELT STATION,64
1001370,1001345,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,1
1001345,1001354,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,2
1001354,1001385,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,3
1001385,1001379,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,4
1001379,1001381,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,5
1001381,1001389,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,6
1001389,1001412,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,7
1001412,1001418,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,8
1001418,1001435,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,9
1001435,1001433,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,10
1001433,1001440,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,11
1001440,1001439,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,12
1001439,1001436,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,13
1001436,1001434,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,14
1001434,1001438,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,15
1001438,1001437,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,16
1001437,1001452,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,17
1001452,1001456,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,18
1001456,1001416,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,19
1001416,1001455,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,20
1001455,1001442,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,21
1001442,1001445,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,22
1001445,1001444,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,23
1001444,1001472,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,24
1001472,1001544,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,25
1001544,1001583,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,26
1001583,1003839,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,27
1003839,1001720,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,28
1001720,1001745,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,29
1001745,1001748,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,30
1001748,1001764,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,31
1001764,1001776,Directed,1,G2,EAST,LEDROIT PARK - HOWARD UNIVERSITY,32
1001776,1001737,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,1
1001737,1003840,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,2
1003840,1001584,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,3
1001584,1001541,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,4
1001541,1001465,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,5
1001465,1001441,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,6
1001441,1001453,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,7
1001453,1001454,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,8
1001454,1001458,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,9
1001458,1001451,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,10
1001451,1001469,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,11
1001469,1001446,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,12
1001446,1001457,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,13
1001457,1001443,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,14
1001443,1001459,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,15
1001459,1001461,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,16
1001461,1001449,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,17
1001449,1001463,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,18
1001463,1001424,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,19
1001424,1001421,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,20
1001421,1001420,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,21
1001420,1001419,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,22
1001419,1001417,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,23
1001417,1001415,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,24
1001415,1001401,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,25
1001401,1001398,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,26
1001398,1001370,Directed,1,G2,WEST,GEORGETOWN UNIVERSITY,27
1003218,1002121,Directed,1,G8*1,EAST,AVONDALE,1
1002121,1002134,Directed,1,G8*1,EAST,AVONDALE,2
1002134,1002140,Directed,1,G8*1,EAST,AVONDALE,3
1002140,1002146,Directed,1,G8*1,EAST,AVONDALE,4
1002146,1002147,Directed,1,G8*1,EAST,AVONDALE,5
1002147,1002161,Directed,1,G8*1,EAST,AVONDALE,6
1002161,1002192,Directed,1,G8*1,EAST,AVONDALE,7
1002192,1002237,Directed,1,G8*1,EAST,AVONDALE,8
1002237,1002293,Directed,1,G8*1,EAST,AVONDALE,9
1002293,1002267,Directed,1,G8*1,EAST,AVONDALE,10
1002267,1002262,Directed,1,G8*1,EAST,AVONDALE,11
1002262,3001423,Directed,1,G8*1,EAST,AVONDALE,12
3001423,1002287,Directed,1,G8*1,EAST,AVONDALE,13
1002287,3001461,Directed,1,G8*1,EAST,AVONDALE,14
3001461,1003788,Directed,1,G8*1,EAST,AVONDALE,15
1003788,1002370,Directed,1,G8*1,EAST,AVONDALE,16
1002370,1002410,Directed,1,G8*1,EAST,AVONDALE,17
1002410,1002434,Directed,1,G8*1,EAST,AVONDALE,18
1002434,1002435,Directed,1,G8*1,EAST,AVONDALE,19
1003219,1002104,Directed,1,G8*1,WEST,FARRAGUT SQUARE,1
1002104,1002035,Directed,1,G8*1,WEST,FARRAGUT SQUARE,2
1002035,1001966,Directed,1,G8*1,WEST,FARRAGUT SQUARE,3
1001966,1001926,Directed,1,G8*1,WEST,FARRAGUT SQUARE,4
1001926,1001885,Directed,1,G8*1,WEST,FARRAGUT SQUARE,5
1001885,1001864,Directed,1,G8*1,WEST,FARRAGUT SQUARE,6
1001864,1001833,Directed,1,G8*1,WEST,FARRAGUT SQUARE,7
1001833,1001793,Directed,1,G8*1,WEST,FARRAGUT SQUARE,8
1001793,1003928,Directed,1,G8*1,WEST,FARRAGUT SQUARE,9
1003928,1001736,Directed,1,G8*1,WEST,FARRAGUT SQUARE,10
1001736,1001715,Directed,1,G8*1,WEST,FARRAGUT SQUARE,11
1001715,1001705,Directed,1,G8*1,WEST,FARRAGUT SQUARE,12
1001705,1001667,Directed,1,G8*1,WEST,FARRAGUT SQUARE,13
1001667,1001641,Directed,1,G8*1,WEST,FARRAGUT SQUARE,14
1001641,1001617,Directed,1,G8*1,WEST,FARRAGUT SQUARE,15
1001617,1001609,Directed,1,G8*1,WEST,FARRAGUT SQUARE,16
1001609,1001597,Directed,1,G8*1,WEST,FARRAGUT SQUARE,17
1001597,1003654,Directed,1,G8*1,WEST,FARRAGUT SQUARE,18
1003654,1003845,Directed,1,G8*1,WEST,FARRAGUT SQUARE,19
1003845,1003696,Directed,1,G8*1,WEST,FARRAGUT SQUARE,20
1003696,1003527,Directed,1,G8*1,WEST,FARRAGUT SQUARE,21
1003527,1001134,Directed,1,G8*1,WEST,FARRAGUT SQUARE,22
1001134,1001114,Directed,1,G8*1,WEST,FARRAGUT SQUARE,23
1001114,1001125,Directed,1,G8*1,WEST,FARRAGUT SQUARE,24
1001125,1001191,Directed,1,G8*1,WEST,FARRAGUT SQUARE,25
1001191,1001185,Directed,1,G8*1,WEST,FARRAGUT SQUARE,26
1001185,1001183,Directed,1,G8*1,WEST,FARRAGUT SQUARE,27
1001183,1001193,Directed,1,G8*1,WEST,FARRAGUT SQUARE,28
1001193,1001141,Directed,1,G8,EAST,AVONDALE,1
1001141,1003467,Directed,1,G8,EAST,AVONDALE,2
1003467,1001124,Directed,1,G8,EAST,AVONDALE,3
1001124,1001159,Directed,1,G8,EAST,AVONDALE,4
1001159,1001264,Directed,1,G8,EAST,AVONDALE,5
1001264,1001329,Directed,1,G8,EAST,AVONDALE,6
1001329,1001366,Directed,1,G8,EAST,AVONDALE,7
1001366,1001427,Directed,1,G8,EAST,AVONDALE,8
1001427,1001524,Directed,1,G8,EAST,AVONDALE,9
1001524,1001539,Directed,1,G8,EAST,AVONDALE,10
1001539,1001588,Directed,1,G8,EAST,AVONDALE,11
1001588,1001600,Directed,1,G8,EAST,AVONDALE,12
1001600,1001622,Directed,1,G8,EAST,AVONDALE,13
1001622,1001642,Directed,1,G8,EAST,AVONDALE,14
1001642,1001662,Directed,1,G8,EAST,AVONDALE,15
1001662,1001701,Directed,1,G8,EAST,AVONDALE,16
1001701,1001713,Directed,1,G8,EAST,AVONDALE,17
1001713,1001732,Directed,1,G8,EAST,AVONDALE,18
1001732,1001781,Directed,1,G8,EAST,AVONDALE,19
1001781,1001790,Directed,1,G8,EAST,AVONDALE,20
1001790,1003210,Directed,1,G8,EAST,AVONDALE,21
1003210,1001837,Directed,1,G8,EAST,AVONDALE,22
1001837,1001863,Directed,1,G8,EAST,AVONDALE,23
1001863,1003009,Directed,1,G8,EAST,AVONDALE,24
1003009,1001928,Directed,1,G8,EAST,AVONDALE,25
1001928,1001960,Directed,1,G8,EAST,AVONDALE,26
1001960,1002028,Directed,1,G8,EAST,AVONDALE,27
1002028,1003785,Directed,1,G8,EAST,AVONDALE,28
1003785,1003218,Directed,1,G8,EAST,AVONDALE,29
1003218,1002121,Directed,1,G8,EAST,AVONDALE,30
1002121,1002134,Directed,1,G8,EAST,AVONDALE,31
1002134,1002140,Directed,1,G8,EAST,AVONDALE,32
1002140,1002146,Directed,1,G8,EAST,AVONDALE,33
1002146,1002147,Directed,1,G8,EAST,AVONDALE,34
1002147,1002161,Directed,1,G8,EAST,AVONDALE,35
1002161,1002192,Directed,1,G8,EAST,AVONDALE,36
1002192,1002237,Directed,1,G8,EAST,AVONDALE,37
1002237,1002293,Directed,1,G8,EAST,AVONDALE,38
1002293,1002267,Directed,1,G8,EAST,AVONDALE,39
1002267,1002262,Directed,1,G8,EAST,AVONDALE,40
1002262,3001423,Directed,1,G8,EAST,AVONDALE,41
3001423,1002287,Directed,1,G8,EAST,AVONDALE,42
1002287,3001461,Directed,1,G8,EAST,AVONDALE,43
3001461,1003788,Directed,1,G8,EAST,AVONDALE,44
1003788,1002370,Directed,1,G8,EAST,AVONDALE,45
1002370,1002410,Directed,1,G8,EAST,AVONDALE,46
1002410,1002434,Directed,1,G8,EAST,AVONDALE,47
1002434,1002435,Directed,1,G8,EAST,AVONDALE,48
1002435,1003787,Directed,1,G8,WEST,FARRAGUT SQUARE,1
1003787,1002342,Directed,1,G8,WEST,FARRAGUT SQUARE,2
1002342,1002300,Directed,1,G8,WEST,FARRAGUT SQUARE,3
1002300,1002264,Directed,1,G8,WEST,FARRAGUT SQUARE,4
1002264,1002273,Directed,1,G8,WEST,FARRAGUT SQUARE,5
1002273,1002291,Directed,1,G8,WEST,FARRAGUT SQUARE,6
1002291,1002272,Directed,1,G8,WEST,FARRAGUT SQUARE,7
1002272,1002224,Directed,1,G8,WEST,FARRAGUT SQUARE,8
1002224,1002157,Directed,1,G8,WEST,FARRAGUT SQUARE,9
1002157,1002150,Directed,1,G8,WEST,FARRAGUT SQUARE,10
1002150,1002149,Directed,1,G8,WEST,FARRAGUT SQUARE,11
1002149,1002145,Directed,1,G8,WEST,FARRAGUT SQUARE,12
1002145,1002139,Directed,1,G8,WEST,FARRAGUT SQUARE,13
1002139,1002128,Directed,1,G8,WEST,FARRAGUT SQUARE,14
1002128,1003219,Directed,1,G8,WEST,FARRAGUT SQUARE,15
1003219,1002104,Directed,1,G8,WEST,FARRAGUT SQUARE,16
1002104,1002035,Directed,1,G8,WEST,FARRAGUT SQUARE,17
1002035,1001966,Directed,1,G8,WEST,FARRAGUT SQUARE,18
1001966,1001926,Directed,1,G8,WEST,FARRAGUT SQUARE,19
1001926,1001885,Directed,1,G8,WEST,FARRAGUT SQUARE,20
1001885,1001864,Directed,1,G8,WEST,FARRAGUT SQUARE,21
1001864,1001833,Directed,1,G8,WEST,FARRAGUT SQUARE,22
1001833,1001793,Directed,1,G8,WEST,FARRAGUT SQUARE,23
1001793,1003928,Directed,1,G8,WEST,FARRAGUT SQUARE,24
1003928,1001736,Directed,1,G8,WEST,FARRAGUT SQUARE,25
1001736,1001715,Directed,1,G8,WEST,FARRAGUT SQUARE,26
1001715,1001705,Directed,1,G8,WEST,FARRAGUT SQUARE,27
1001705,1001667,Directed,1,G8,WEST,FARRAGUT SQUARE,28
1001667,1001641,Directed,1,G8,WEST,FARRAGUT SQUARE,29
1001641,1001617,Directed,1,G8,WEST,FARRAGUT SQUARE,30
1001617,1001609,Directed,1,G8,WEST,FARRAGUT SQUARE,31
1001609,1001597,Directed,1,G8,WEST,FARRAGUT SQUARE,32
1001597,1003654,Directed,1,G8,WEST,FARRAGUT SQUARE,33
1003654,1003845,Directed,1,G8,WEST,FARRAGUT SQUARE,34
1003845,1003696,Directed,1,G8,WEST,FARRAGUT SQUARE,35
1003696,1003527,Directed,1,G8,WEST,FARRAGUT SQUARE,36
1003527,1001134,Directed,1,G8,WEST,FARRAGUT SQUARE,37
1001134,1001114,Directed,1,G8,WEST,FARRAGUT SQUARE,38
1001114,1001125,Directed,1,G8,WEST,FARRAGUT SQUARE,39
1001125,1001191,Directed,1,G8,WEST,FARRAGUT SQUARE,40
1001191,1001185,Directed,1,G8,WEST,FARRAGUT SQUARE,41
1001185,1001183,Directed,1,G8,WEST,FARRAGUT SQUARE,42
1001183,1001193,Directed,1,G8,WEST,FARRAGUT SQUARE,43
3003222,3000375,Directed,1,H12,NORTH,NAYLOR RD STATION,1
3000375,3000386,Directed,1,H12,NORTH,NAYLOR RD STATION,2
3000386,3000389,Directed,1,H12,NORTH,NAYLOR RD STATION,3
3000389,3000394,Directed,1,H12,NORTH,NAYLOR RD STATION,4
3000394,3000396,Directed,1,H12,NORTH,NAYLOR RD STATION,5
3000396,3000401,Directed,1,H12,NORTH,NAYLOR RD STATION,6
3000401,3000416,Directed,1,H12,NORTH,NAYLOR RD STATION,7
3000416,3000431,Directed,1,H12,NORTH,NAYLOR RD STATION,8
3000431,3000462,Directed,1,H12,NORTH,NAYLOR RD STATION,9
3000462,3003223,Directed,1,H12,NORTH,NAYLOR RD STATION,10
3003223,3000503,Directed,1,H12,NORTH,NAYLOR RD STATION,11
3000503,3000512,Directed,1,H12,NORTH,NAYLOR RD STATION,12
3000512,3000527,Directed,1,H12,NORTH,NAYLOR RD STATION,13
3000527,3000533,Directed,1,H12,NORTH,NAYLOR RD STATION,14
3000533,3000563,Directed,1,H12,NORTH,NAYLOR RD STATION,15
3000563,3003235,Directed,1,H12,NORTH,NAYLOR RD STATION,16
3003235,3002767,Directed,1,H12,NORTH,NAYLOR RD STATION,17
3002767,3002768,Directed,1,H12,NORTH,NAYLOR RD STATION,18
3002768,3002769,Directed,1,H12,NORTH,NAYLOR RD STATION,19
3002769,3000570,Directed,1,H12,NORTH,NAYLOR RD STATION,20
3000570,3000561,Directed,1,H12,NORTH,NAYLOR RD STATION,21
3000561,3000557,Directed,1,H12,NORTH,NAYLOR RD STATION,22
3000557,3000555,Directed,1,H12,NORTH,NAYLOR RD STATION,23
3000555,3003224,Directed,1,H12,NORTH,NAYLOR RD STATION,24
3003224,3003225,Directed,1,H12,NORTH,NAYLOR RD STATION,25
3003225,3003226,Directed,1,H12,NORTH,NAYLOR RD STATION,26
3003226,3000574,Directed,1,H12,NORTH,NAYLOR RD STATION,27
3000574,3000579,Directed,1,H12,NORTH,NAYLOR RD STATION,28
3000579,3003956,Directed,1,H12,NORTH,NAYLOR RD STATION,29
3003956,3000597,Directed,1,H12,NORTH,NAYLOR RD STATION,30
3000597,3000609,Directed,1,H12,NORTH,NAYLOR RD STATION,31
3000609,3003227,Directed,1,H12,NORTH,NAYLOR RD STATION,32
3003227,3000619,Directed,1,H12,NORTH,NAYLOR RD STATION,33
3000619,3000631,Directed,1,H12,NORTH,NAYLOR RD STATION,34
3000631,3000643,Directed,1,H12,NORTH,NAYLOR RD STATION,35
3000643,3000652,Directed,1,H12,NORTH,NAYLOR RD STATION,36
3000652,3000665,Directed,1,H12,NORTH,NAYLOR RD STATION,37
3000665,3000697,Directed,1,H12,NORTH,NAYLOR RD STATION,38
3000697,3003228,Directed,1,H12,NORTH,NAYLOR RD STATION,39
3003228,40,Directed,1,H12,SOUTH,TEMPLE HILLS,1
40,3000694,Directed,1,H12,SOUTH,TEMPLE HILLS,2
3000694,3000667,Directed,1,H12,SOUTH,TEMPLE HILLS,3
3000667,3000654,Directed,1,H12,SOUTH,TEMPLE HILLS,4
3000654,3000644,Directed,1,H12,SOUTH,TEMPLE HILLS,5
3000644,3000639,Directed,1,H12,SOUTH,TEMPLE HILLS,6
3000639,3000633,Directed,1,H12,SOUTH,TEMPLE HILLS,7
3000633,3000620,Directed,1,H12,SOUTH,TEMPLE HILLS,8
3000620,3000610,Directed,1,H12,SOUTH,TEMPLE HILLS,9
3000610,3000603,Directed,1,H12,SOUTH,TEMPLE HILLS,10
3000603,3000595,Directed,1,H12,SOUTH,TEMPLE HILLS,11
3000595,3000589,Directed,1,H12,SOUTH,TEMPLE HILLS,12
3000589,3000585,Directed,1,H12,SOUTH,TEMPLE HILLS,13
3000585,3000572,Directed,1,H12,SOUTH,TEMPLE HILLS,14
3000572,3000553,Directed,1,H12,SOUTH,TEMPLE HILLS,15
3000553,3003231,Directed,1,H12,SOUTH,TEMPLE HILLS,16
3003231,3003232,Directed,1,H12,SOUTH,TEMPLE HILLS,17
3003232,3000550,Directed,1,H12,SOUTH,TEMPLE HILLS,18
3000550,3000558,Directed,1,H12,SOUTH,TEMPLE HILLS,19
3000558,3000567,Directed,1,H12,SOUTH,TEMPLE HILLS,20
3000567,3000575,Directed,1,H12,SOUTH,TEMPLE HILLS,21
3000575,3000600,Directed,1,H12,SOUTH,TEMPLE HILLS,22
3000600,3002766,Directed,1,H12,SOUTH,TEMPLE HILLS,23
3002766,3000601,Directed,1,H12,SOUTH,TEMPLE HILLS,24
3000601,3003235,Directed,1,H12,SOUTH,TEMPLE HILLS,25
3003235,3000560,Directed,1,H12,SOUTH,TEMPLE HILLS,26
3000560,3000543,Directed,1,H12,SOUTH,TEMPLE HILLS,27
3000543,3004216,Directed,1,H12,SOUTH,TEMPLE HILLS,28
3004216,3000530,Directed,1,H12,SOUTH,TEMPLE HILLS,29
3000530,3000517,Directed,1,H12,SOUTH,TEMPLE HILLS,30
3000517,3000506,Directed,1,H12,SOUTH,TEMPLE HILLS,31
3000506,3000482,Directed,1,H12,SOUTH,TEMPLE HILLS,32
3000482,3000465,Directed,1,H12,SOUTH,TEMPLE HILLS,33
3000465,3000435,Directed,1,H12,SOUTH,TEMPLE HILLS,34
3000435,3000417,Directed,1,H12,SOUTH,TEMPLE HILLS,35
3000417,3000409,Directed,1,H12,SOUTH,TEMPLE HILLS,36
3000409,3000398,Directed,1,H12,SOUTH,TEMPLE HILLS,37
3000398,3000395,Directed,1,H12,SOUTH,TEMPLE HILLS,38
3000395,3003234,Directed,1,H12,SOUTH,TEMPLE HILLS,39
3003234,3000385,Directed,1,H12,SOUTH,TEMPLE HILLS,40
3000385,3000374,Directed,1,H12,SOUTH,TEMPLE HILLS,41
3000374,3003222,Directed,1,H12,SOUTH,TEMPLE HILLS,42
1002498,1002492,Directed,1,H2,EAST,BROOKLAND STATION,1
1002492,1002469,Directed,1,H2,EAST,BROOKLAND STATION,2
1002469,1002442,Directed,1,H2,EAST,BROOKLAND STATION,3
1002442,1002377,Directed,1,H2,EAST,BROOKLAND STATION,4
1002377,1002382,Directed,1,H2,EAST,BROOKLAND STATION,5
1002382,1002380,Directed,1,H2,EAST,BROOKLAND STATION,6
1002380,1002378,Directed,1,H2,EAST,BROOKLAND STATION,7
1002378,1003127,Directed,1,H2,EAST,BROOKLAND STATION,8
1003127,1003128,Directed,1,H2,EAST,BROOKLAND STATION,9
1003128,1002369,Directed,1,H2,EAST,BROOKLAND STATION,10
1002369,1002331,Directed,1,H2,EAST,BROOKLAND STATION,11
1002331,1002296,Directed,1,H2,EAST,BROOKLAND STATION,12
1002296,1002216,Directed,1,H2,EAST,BROOKLAND STATION,13
1002216,1002196,Directed,1,H2,EAST,BROOKLAND STATION,14
1002196,1002180,Directed,1,H2,EAST,BROOKLAND STATION,15
1002180,1002085,Directed,1,H2,EAST,BROOKLAND STATION,16
1002085,1002036,Directed,1,H2,EAST,BROOKLAND STATION,17
1002036,1002013,Directed,1,H2,EAST,BROOKLAND STATION,18
1002013,1002004,Directed,1,H2,EAST,BROOKLAND STATION,19
1002004,1002002,Directed,1,H2,EAST,BROOKLAND STATION,20
1002002,1003161,Directed,1,H2,EAST,BROOKLAND STATION,21
1003161,1001994,Directed,1,H2,EAST,BROOKLAND STATION,22
1001994,1001997,Directed,1,H2,EAST,BROOKLAND STATION,23
1001997,1002003,Directed,1,H2,EAST,BROOKLAND STATION,24
1002003,1002019,Directed,1,H2,EAST,BROOKLAND STATION,25
1002019,1002027,Directed,1,H2,EAST,BROOKLAND STATION,26
1002027,1002034,Directed,1,H2,EAST,BROOKLAND STATION,27
1002034,1001950,Directed,1,H2,EAST,BROOKLAND STATION,28
1001950,1003154,Directed,1,H2,EAST,BROOKLAND STATION,29
1003154,1003155,Directed,1,H2,EAST,BROOKLAND STATION,30
1003155,1003156,Directed,1,H2,EAST,BROOKLAND STATION,31
1003156,1003157,Directed,1,H2,EAST,BROOKLAND STATION,32
1003157,1001934,Directed,1,H2,EAST,BROOKLAND STATION,33
1001934,1003158,Directed,1,H2,EAST,BROOKLAND STATION,34
1003158,1003159,Directed,1,H2,EAST,BROOKLAND STATION,35
1003159,1001958,Directed,1,H2,EAST,BROOKLAND STATION,36
1001958,1002049,Directed,1,H2,EAST,BROOKLAND STATION,37
1002049,1002089,Directed,1,H2,EAST,BROOKLAND STATION,38
1002089,1003785,Directed,1,H2,EAST,BROOKLAND STATION,39
1003785,1002960,Directed,1,H2,EAST,BROOKLAND STATION,40
1002960,1002116,Directed,1,H2,WEST,TENLEYTOWN STATION,1
1002116,1002105,Directed,1,H2,WEST,TENLEYTOWN STATION,2
1002105,1002050,Directed,1,H2,WEST,TENLEYTOWN STATION,3
1002050,1001965,Directed,1,H2,WEST,TENLEYTOWN STATION,4
1001965,1001949,Directed,1,H2,WEST,TENLEYTOWN STATION,5
1001949,1003154,Directed,1,H2,WEST,TENLEYTOWN STATION,6
1003154,1003155,Directed,1,H2,WEST,TENLEYTOWN STATION,7
1003155,1003156,Directed,1,H2,WEST,TENLEYTOWN STATION,8
1003156,1003157,Directed,1,H2,WEST,TENLEYTOWN STATION,9
1003157,1001935,Directed,1,H2,WEST,TENLEYTOWN STATION,10
1001935,1001942,Directed,1,H2,WEST,TENLEYTOWN STATION,11
1001942,1001991,Directed,1,H2,WEST,TENLEYTOWN STATION,12
