Source,Target,Type,Weight,RouteId,DirectionText,TripHeadSign,PathSeq
1000240,1000253,Directed,1,A2,NORTH,ANACOSTIA STATION,36
1000253,1000285,Directed,1,A2,NORTH,ANACOSTIA STATION,37
1000285,1000315,Directed,1,A2,NORTH,ANACOSTIA STATION,38
1000315,1003348,Directed,1,A2,NORTH,ANACOSTIA STATION,39
1003348,1000320,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,1
1000320,1003014,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,2
1003014,1000271,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,3
1000271,1000255,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,4
1000255,1000245,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,5
1000245,1000211,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,6
1000211,1003339,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,7
1003339,1000192,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,8
1000192,1000171,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,9
1000171,1000149,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,10
1000149,1000133,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,11
1000133,1000126,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,12
1000126,1000111,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,13
1000111,1000104,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,14
1000104,1000094,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,15
1000094,1000088,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,16
1000088,1000083,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,17
1000083,1000073,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,18
1000073,1000056,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,19
1000056,1003684,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,20
1003684,1000046,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,21
1000046,1000054,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,22
1000054,1000063,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,23
1000063,1000074,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,24
1000074,1000079,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,25
1000079,1000071,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,26
1000071,1000060,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,27
1000060,1003354,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,28
1003354,1003353,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,29
1003353,1000052,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,30
1000052,1000061,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,31
1000061,1000072,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,32
1000072,1000066,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,33
1000066,3000573,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,34
3000573,3000587,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,35
3000587,1003070,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,36
1003070,1000077,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,37
1000077,3002758,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,38
3002758,3002608,Directed,1,A2,SOUTH,SOUTHERN AVE STATION,39
1003590,1000442,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,1
1000442,1000449,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,2
1000449,1000460,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,3
1000460,1000471,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,4
1000471,1000480,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,5
1000480,1000487,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,6
1000487,1000489,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,7
1000489,1000494,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,8
1000494,1000523,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,9
1000523,1000532,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,10
1000532,1000570,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,11
1000570,1000597,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,12
1000597,1000655,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,13
1000655,1000700,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,14
1000700,1000737,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,15
1000737,1000754,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,16
1000754,1000832,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,17
1000832,1003870,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,18
1003870,1000943,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,19
1000943,1000987,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,20
1000987,1001071,Directed,1,A31,NORTH,MINNESOTA AVENUE STATION,21
1003590,1000408,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,1
1000408,1000397,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,2
1000397,1000383,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,3
1000383,1000374,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,4
1000374,1000364,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,5
1000364,1000335,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,6
1000335,1000314,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,7
1000314,1000292,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,8
1000292,1000264,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,9
1000264,1000249,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,10
1000249,1000237,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,11
1000237,1000228,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,12
1000228,1000221,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,13
1000221,1000202,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,14
1000202,1002998,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,15
1002998,1002999,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,16
1002999,1000157,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,17
1000157,1003187,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,18
1003187,1000123,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,19
1000123,3003949,Directed,1,A32,SOUTH,SOUTHERN AVE STATION,20
1003590,1000423,Directed,1,A33,SOUTH,ANACOSTIA STATION,1
1000423,1000398,Directed,1,A33,SOUTH,ANACOSTIA STATION,2
1000398,1000360,Directed,1,A33,SOUTH,ANACOSTIA STATION,3
1000360,1000344,Directed,1,A33,SOUTH,ANACOSTIA STATION,4
1000344,1000325,Directed,1,A33,SOUTH,ANACOSTIA STATION,5
1000325,1000310,Directed,1,A33,SOUTH,ANACOSTIA STATION,6
1000310,1000298,Directed,1,A33,SOUTH,ANACOSTIA STATION,7
1000298,1003363,Directed,1,A33,SOUTH,ANACOSTIA STATION,8
1003363,1003364,Directed,1,A33,SOUTH,ANACOSTIA STATION,9
1003364,1000311,Directed,1,A33,SOUTH,ANACOSTIA STATION,10
1000311,1000338,Directed,1,A33,SOUTH,ANACOSTIA STATION,11
1000338,1003348,Directed,1,A33,SOUTH,ANACOSTIA STATION,12
1003872,1000349,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,1
1000349,1000365,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,2
1000365,1000320,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,3
1000320,1003014,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,4
1003014,1000271,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,5
1000271,1000255,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,6
1000255,1000245,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,7
1000245,1000211,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,8
1000211,1003339,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,9
1003339,1000192,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,10
1000192,1000171,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,11
1000171,1000149,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,12
1000149,1000139,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,13
1000139,1000124,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,14
1000124,1000113,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,15
1000113,1000105,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,16
1000105,1000099,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,17
1000099,1000084,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,18
1000084,1000067,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,19
1000067,1003355,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,20
1003355,1000045,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,21
1000045,1000040,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,22
1000040,1000032,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,23
1000032,1000028,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,24
1000028,1000018,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,25
1000018,1000012,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,26
1000012,1000007,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,27
1000007,1000008,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,28
1000008,1003378,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,29
1003378,1003379,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,30
1003379,1003380,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,31
1003380,1000004,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,32
1000004,1000010,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,33
1000010,1000016,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,34
1000016,1000024,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,35
1000024,1000031,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,36
1000031,1000037,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,37
1000037,1000034,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,38
1000034,1000015,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,39
1000015,1000006,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,40
1000006,1000003,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,41
1000003,1003923,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,42
1003923,1003736,Directed,1,A4*1,SOUTH,DC VILLAGE VIA FORT DRUM,43
1003872,1000349,Directed,1,A4/*2,SOUTH,FORT DRUM,1
1000349,1000365,Directed,1,A4/*2,SOUTH,FORT DRUM,2
1000365,1000320,Directed,1,A4/*2,SOUTH,FORT DRUM,3
1000320,1003014,Directed,1,A4/*2,SOUTH,FORT DRUM,4
1003014,1000271,Directed,1,A4/*2,SOUTH,FORT DRUM,5
1000271,1000255,Directed,1,A4/*2,SOUTH,FORT DRUM,6
1000255,1000245,Directed,1,A4/*2,SOUTH,FORT DRUM,7
1000245,1000211,Directed,1,A4/*2,SOUTH,FORT DRUM,8
1000211,1003339,Directed,1,A4/*2,SOUTH,FORT DRUM,9
1003339,1000192,Directed,1,A4/*2,SOUTH,FORT DRUM,10
1000192,1000171,Directed,1,A4/*2,SOUTH,FORT DRUM,11
1000171,1000149,Directed,1,A4/*2,SOUTH,FORT DRUM,12
1000149,1000139,Directed,1,A4/*2,SOUTH,FORT DRUM,13
1000139,1000124,Directed,1,A4/*2,SOUTH,FORT DRUM,14
1000124,1000113,Directed,1,A4/*2,SOUTH,FORT DRUM,15
1000113,1000105,Directed,1,A4/*2,SOUTH,FORT DRUM,16
1000105,1000099,Directed,1,A4/*2,SOUTH,FORT DRUM,17
1000099,1000084,Directed,1,A4/*2,SOUTH,FORT DRUM,18
1000084,1000067,Directed,1,A4/*2,SOUTH,FORT DRUM,19
1000067,1003355,Directed,1,A4/*2,SOUTH,FORT DRUM,20
1003355,1000045,Directed,1,A4/*2,SOUTH,FORT DRUM,21
1000045,1000040,Directed,1,A4/*2,SOUTH,FORT DRUM,22
1000040,1000032,Directed,1,A4/*2,SOUTH,FORT DRUM,23
1000032,1000028,Directed,1,A4/*2,SOUTH,FORT DRUM,24
1000028,1000018,Directed,1,A4/*2,SOUTH,FORT DRUM,25
1000018,1000012,Directed,1,A4/*2,SOUTH,FORT DRUM,26
1000012,1000007,Directed,1,A4/*2,SOUTH,FORT DRUM,27
1000007,1000008,Directed,1,A4/*2,SOUTH,FORT DRUM,28
1000008,1003378,Directed,1,A4/*2,SOUTH,FORT DRUM,29
1003736,1003924,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,1
1003924,1000001,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,2
1000001,1000005,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,3
1000005,1000013,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,4
1000013,1003357,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,5
1003357,1000036,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,6
1000036,1000032,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,7
1000032,1000028,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,8
1000028,1000018,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,9
1000018,1000012,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,10
1000012,1000007,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,11
1000007,1000008,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,12
1000008,1003378,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,13
1003378,1003379,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,14
1003379,1003380,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,15
1003380,1000004,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,16
1000004,1000010,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,17
1000010,1000016,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,18
1000016,1000024,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,19
1000024,1000031,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,20
1000031,1000039,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,21
1000039,1000044,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,22
1000044,1003147,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,23
1003147,1000059,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,24
1000059,1000076,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,25
1000076,1000091,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,26
1000091,1000096,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,27
1000096,1000107,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,28
1000107,1000117,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,29
1000117,1000128,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,30
1000128,1000138,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,31
1000138,1000148,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,32
1000148,1000161,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,33
1000161,1000184,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,34
1000184,1000207,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,35
1000207,1000210,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,36
1000210,1000240,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,37
1000240,1000253,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,38
1000253,1000285,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,39
1000285,1000315,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,40
1000315,1003273,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,41
1003273,1000348,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,42
1000348,1003872,Directed,1,A4*3,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,43
1003378,1003379,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,1
1003379,1003380,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,2
1003380,1000004,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,3
1000004,1000010,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,4
1000010,1000016,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,5
1000016,1000024,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,6
1000024,1000031,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,7
1000031,1000039,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,8
1000039,1000044,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,9
1000044,1003147,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,10
1003147,1000059,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,11
1000059,1000076,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,12
1000076,1000091,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,13
1000091,1000096,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,14
1000096,1000107,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,15
1000107,1000117,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,16
1000117,1000128,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,17
1000128,1000138,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,18
1000138,1000148,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,19
1000148,1000161,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,20
1000161,1000184,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,21
1000184,1000207,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,22
1000207,1000210,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,23
1000210,1000240,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,24
1000240,1000253,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,25
1000253,1000285,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,26
1000285,1000315,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,27
1000315,1003273,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,28
1003273,1000348,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,29
1000348,1003872,Directed,1,A4*4,NORTH,COAST GUARD HQ VIA ANACOSTIA STATION,30
1003736,1003924,Directed,1,A4,NORTH,ANACOSTIA STATION,1
1003924,1000001,Directed,1,A4,NORTH,ANACOSTIA STATION,2
1000001,1000005,Directed,1,A4,NORTH,ANACOSTIA STATION,3
1000005,1000013,Directed,1,A4,NORTH,ANACOSTIA STATION,4
1000013,1003357,Directed,1,A4,NORTH,ANACOSTIA STATION,5
1003357,1000036,Directed,1,A4,NORTH,ANACOSTIA STATION,6
1000036,1000032,Directed,1,A4,NORTH,ANACOSTIA STATION,7
1000032,1000028,Directed,1,A4,NORTH,ANACOSTIA STATION,8
1000028,1000018,Directed,1,A4,NORTH,ANACOSTIA STATION,9
1000018,1000012,Directed,1,A4,NORTH,ANACOSTIA STATION,10
1000012,1000007,Directed,1,A4,NORTH,ANACOSTIA STATION,11
1000007,1000008,Directed,1,A4,NORTH,ANACOSTIA STATION,12
1000008,1003378,Directed,1,A4,NORTH,ANACOSTIA STATION,13
1003378,1003379,Directed,1,A4,NORTH,ANACOSTIA STATION,14
1003379,1003380,Directed,1,A4,NORTH,ANACOSTIA STATION,15
1003380,1000004,Directed,1,A4,NORTH,ANACOSTIA STATION,16
1000004,1000010,Directed,1,A4,NORTH,ANACOSTIA STATION,17
1000010,1000016,Directed,1,A4,NORTH,ANACOSTIA STATION,18
1000016,1000024,Directed,1,A4,NORTH,ANACOSTIA STATION,19
1000024,1000031,Directed,1,A4,NORTH,ANACOSTIA STATION,20
1000031,1000039,Directed,1,A4,NORTH,ANACOSTIA STATION,21
1000039,1000044,Directed,1,A4,NORTH,ANACOSTIA STATION,22
1000044,1003147,Directed,1,A4,NORTH,ANACOSTIA STATION,23
1003147,1000059,Directed,1,A4,NORTH,ANACOSTIA STATION,24
1000059,1000076,Directed,1,A4,NORTH,ANACOSTIA STATION,25
1000076,1000091,Directed,1,A4,NORTH,ANACOSTIA STATION,26
1000091,1000096,Directed,1,A4,NORTH,ANACOSTIA STATION,27
1000096,1000107,Directed,1,A4,NORTH,ANACOSTIA STATION,28
1000107,1000117,Directed,1,A4,NORTH,ANACOSTIA STATION,29
1000117,1000128,Directed,1,A4,NORTH,ANACOSTIA STATION,30
1000128,1000138,Directed,1,A4,NORTH,ANACOSTIA STATION,31
1000138,1000148,Directed,1,A4,NORTH,ANACOSTIA STATION,32
1000148,1000161,Directed,1,A4,NORTH,ANACOSTIA STATION,33
1000161,1000184,Directed,1,A4,NORTH,ANACOSTIA STATION,34
1000184,1000207,Directed,1,A4,NORTH,ANACOSTIA STATION,35
1000207,1000210,Directed,1,A4,NORTH,ANACOSTIA STATION,36
1000210,1000240,Directed,1,A4,NORTH,ANACOSTIA STATION,37
1000240,1000253,Directed,1,A4,NORTH,ANACOSTIA STATION,38
1000253,1000285,Directed,1,A4,NORTH,ANACOSTIA STATION,39
1000285,1000315,Directed,1,A4,NORTH,ANACOSTIA STATION,40
1000315,1000365,Directed,1,A4,NORTH,ANACOSTIA STATION,41
1000365,1000320,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,1
1000320,1003014,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,2
1003014,1000271,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,3
1000271,1000255,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,4
1000255,1000245,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,5
1000245,1000211,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,6
1000211,1003339,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,7
1003339,1000192,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,8
1000192,1000171,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,9
1000171,1000149,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,10
1000149,1000139,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,11
1000139,1000124,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,12
1000124,1000113,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,13
1000113,1000105,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,14
1000105,1000099,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,15
1000099,1000084,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,16
1000084,1000067,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,17
1000067,1003355,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,18
1003355,1000045,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,19
1000045,1000040,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,20
1000040,1000032,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,21
1000032,1000028,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,22
1000028,1000018,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,23
1000018,1000012,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,24
1000012,1000007,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,25
1000007,1000008,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,26
1000008,1003378,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,27
1003378,1003379,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,28
1003379,1003380,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,29
1003380,1000004,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,30
1000004,1000010,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,31
1000010,1000016,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,32
1000016,1000024,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,33
1000024,1000031,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,34
1000031,1000037,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,35
1000037,1000034,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,36
1000034,1000015,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,37
1000015,1000006,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,38
1000006,1000003,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,39
1000003,1003923,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,40
1003923,1003736,Directed,1,A4,SOUTH,DC VILLAGE VIA FORT DRUM,41
3000467,1000014,Directed,1,A6*1,NORTH,ANACOSTIA STATION,1
1000014,1000023,Directed,1,A6*1,NORTH,ANACOSTIA STATION,2
1000023,1000029,Directed,1,A6*1,NORTH,ANACOSTIA STATION,3
1000029,1000041,Directed,1,A6*1,NORTH,ANACOSTIA STATION,4
1000041,1000038,Directed,1,A6*1,NORTH,ANACOSTIA STATION,5
